date_saisie,platfo,url,nro_id,ed,etab_aut_aff,tit,exist_trail,charge_trav_MOY,exist_syll,nbr_sem,sem_zero,expli_objectif,expli_objectif_txt,publ_expli_pres,cat_publ_pres,ENG,prereq_expli,publ_expli_pres_txt,etud,pro,gp,prereq_expli_txt,prereq_expli_techn,prereq_expli_connais,expli_zero_prereq,detail_nfp,prereq_expli_RF,prereq_expli_RNF,prereq_expli_RC,nbr_etab_contr,taille_equipe,nbr_PERSCLEF,nbr_MC,nbr_PU,nbr_chercheur,nbr_POST,nbr_ETUD,nbr_expert_extérieur,nbr_lien_rés,exist_eval,eval_txt,exist_attest,attest_formel,parcours,cond_util
04/03/2016,FUN,https://www.fun-mooc.fr/courses/CNAM/01007/Trimestre_4_2014/about,01007,1,CNAM,Désir d’entreprendre,OUI,3,OUI,5,NON,OUI,"Objectifs 
Pour répondre à ces questions, les objectifs de ce cours sont de vous aider à :

Comprendre votre désir d’entreprendre, évaluer le rôle des croyances et analyser les processus  d’émergence de l’intention entrepreneuriale.
Réfléchir sur les principaux concepts et modèles associés au désir d’entreprendre : la personnalité, les motivations, les compétences et la volonté des entreprenants.
Evaluer votre désir d’entreprendre à partir de témoignages, d’illustrations et d’outils d’autodiagnostic personnel.
Commencer à préciser votre désir d’entreprendre à partir d’outils de formalisation afin de réaliser un livret personnalisé « désir d’entreprendre » utile pour aller vers l’action d’entreprendre.",OUI,NFP,NON,OUI,"A qui s'adresse ce cours ?
Ce cours s’adresse :

à toutes les personnes qui désirent entreprendre et qui souhaitent devenir entreprenants ;
à tous ceux qui ont une envie entrepreneuriale sans pour autant avoir sauté le pas ;
aux futurs créateurs ou repreneurs d’entreprise ;
aux personnes qui souhaitent s’engager dans des projets de développement d’activité au sein de leur entreprise ;
aux personnes qui souhaitent évaluer leur personnalité, leurs motivations  et leurs compétences ;
aux personnes en reconversion professionnelle et aux personnes qui veulent passer du salariat l'entrepreneuriat ;
aux étudiants qui souhaitent découvrir l’entrepreneuriat ;",OUI,OUI,OUI,"Prérequis
Il n’y a aucun prérequis pour suivre ce cours. Il peut parfaitement s’inscrire dans une logique globale de reconversion professionnelle, de passage du salariat à entrepreneuriat ou d’évaluation pour toute personne de son désir d’entreprendre.",NON,NON,OUI,GP,NON,NON,NON,1,2,2,0,1,0,0,0,1,2,OUI,"Deux quiz sont proposés pour l'évaluation, l'un à mi-parcours, l'autre à la fin du MOOC : ils comptent pour l'obtention d'une attestation de suivi avec succès.",OUI,NON,NON,CC-BY-NC-ND
04/03/2016,FUN,https://www.fun-mooc.fr/courses/CNAM/01005S02/session02/about,01005S02,2,CNAM,Le droit des contrats de travail en France,OUI,3,OUI,6,NON,NON,NA,OUI,NFP,NON,OUI,"Le cours s’adresse aux :
salariés,
étudiants en droit, en filière RH, en école de commerce,
employeurs,
représentants du personnel et représentants syndicaux,
conseillers prud’homaux,
ainsi qu'à tous ceux et celles intéressés par cette matière, et qui souhaitent comprendre la logique juridique des contrats de travail, leur finalité, leur subtilité, en appréhender les risques judiciaires.",OUI,OUI,OUI,"Prérequis
Il n'y a aucun prérequis à ce cours.",NON,NON,OUI,GP,NON,NON,NON,1,1,1,0,0,0,0,0,1,2,OUI,"Ce MOOC se décline en 5 séquences de cours par semaine durant 6 semaines. Chaque séquence dure environ 10 minutes et est assortie d’une vidéo vous présentant la synthèse à connaître, les références et des exercices (QCM, Quizz et cas pratiques).",NON,NON,NON,CC-BY-NC-ND
04/03/2016,FUN,https://www.fun-mooc.fr/courses/CNAM/01004S02/Trimestre_4_2014/about,01004S02,2,CNAM,Introduction aux technologies des médias interactifs numériques,OUI,6,OUI,6,NON,OUI,"A l’issue de ce cours, les participants seront en mesure de réaliser des applications simples et pourront mesurer leur capacité à s’insérer dans une formation supérieure du domaine.",OUI,NFP,NON,OUI,"A qui s'adresse ce cours ?
Ce cours s’adresse aux professionnels des médias numériques souhaitant aborder les aspects informatiques du sujet ainsi qu’aux informaticiens sans formation initiale en multimédia.

Prérequis
Les prérequis sont un niveau baccalauréat en mathématiques et physique. Des connaissances de base en programmation (type scripts, par exemple) sont également utiles.",NON,OUI,NON,"A qui s'adresse ce cours ?
Ce cours s’adresse aux professionnels des médias numériques souhaitant aborder les aspects informatiques du sujet ainsi qu’aux informaticiens sans formation initiale en multimédia.

Prérequis
Les prérequis sont un niveau baccalauréat en mathématiques et physique. Des connaissances de base en programmation (type scripts, par exemple) sont également utiles.",NON,OUI,NON,LYC,OUI,NON,NON,1,2,2,0,1,0,0,0,1,2,OUI,"Evaluation : épreuve terminale de type QCM, pour l’obtention de l’attestation de suivi avec succès.",OUI,NON,NON,CC-BY-NC-SA
29/01/2016,FUN,https://www.france-universite-numerique-mooc.fr/courses/ENSCachan/20006S02/session02/about,20006S02,2,ENSCachan,Enseigner et former avec le numérique en langues,OUI,"3,5",OUI,4,NON,OUI,"Les objectifs de ce cours :

découvrir quatre approches innovantes d'enseignement-apprentissage des langues permises par le numérique
comprendre les atouts et les limites de ces approches
intégrer l’une ou l’autre de ces approches pour une mise en œuvre future dans votre pratique pédagogique
partager vos expériences et vos idées pédagogiques
A l'issue de ce cours, vous devriez avoir une connaissance basique de ces approches, en comprendre les atouts et les limites et être capables d’envisager leur adoption dans votre contexte pédagogique. Une place importante sera accordée à la mutualisation des expériences et des idées pédagogiques.",OUI,NFP,NON,OUI,"Ce cours s’adresse :

aux enseignants de langues, aux enseignants de FLE désireux d’acquérir de nouvelles méthodes et outils pour l’enseignement par le numérique et intéressés par un partage d’expérience,
aux étudiants de Master ou Doctorat en didactique, aux étudiants des Écoles supérieures du professorat et de l'éducation (ESPE), voulant compléter leur formation et approfondir leurs connaissances,
aux responsables pédagogiques de centres de langues, ingénieurs pédagogiques, formateurs d'enseignants, souhaitant avoir un aperçu des approches pédagogiques possibles dans l’enseignement des langues afin d’enrichir leurs pratiques professionnelles,
à toute personne intéressée et curieuse de découvrir de nouvelles approches pour l’enseignement-apprentissage des langues.",OUI,OUI,OUI,"Aucun pré-requis particulier, si ce n’est un intérêt pour la question de l’enseignement, particulièrement des langues, avec le numérique.",NON,NON,OUI,GP,NON,NON,NON,2,5,5,4,1,0,0,0,0,2,OUI,"Ce cours demande un investissement de 3 à 4 h par semaine, si toutes les activités sont réalisées.

Chaque semaine s’articulera autour de trois vidéos, d’un quiz de compréhension et de synthèse de l’information et d’activités d’échange et de mutualisation. La quatrième et dernière semaine vous amènera à concevoir une tâche en langues exploitant une ou plusieurs des thématiques proposées.

La réalisation des quatre quiz ainsi que de la dernière activité permettront la délivrance d’une attestation de suivi avec succès du cours.

Le cours et la délivrance de l'attestation de suivi sont gratuits.",OUI,NON,NON,CC-BY-NC-SA
28/02/2016,FUN,https://www.fun-mooc.fr/courses/ENSDeLyon/14003S02/session02/about,14003S02,2,ENSDeLyon,Enseigner et former avec le numérique en mathématiques,OUI,4,OUI,4,OUI,NON,"L’objectif du MOOC Enseigner et Former Avec le Numérique en Mathématiques (eFAN Maths) est de se former à construire des situations d’apprentissage des mathématiques tirant profit de supports numériques. Par rapport à la première saison de eFAN Maths (novembre-décembre 2014), de nouvelles ressources ont été développées, en relation avec les évolutions des programmes d’enseignement (introduction d’éléments d’algorithmique, développement de dispositifs interdisciplinaires).",OUI,NFP,NON,OUI,"À qui s'adresse ce cours ?
Le MOOC eFAN Maths peut concerner toute personne s’intéressant aux évolutions de l’enseignement des mathématiques dans des environnements numériques. Il s’adresse plus particulièrement à des professeurs (en exercice ou en formation), du primaire au supérieur, devant enseigner les mathématiques, et aux formateurs de ces professeurs. Les contenus privilégieront les contenus destinés aux élèves de 10 à 15 ans (cycles 3 et 4 des programmes français).",OUI,OUI,OUI,"Prérequis
Une connaissance des mathématiques enseignées aux élèves jusqu'à 15 ans, ainsi qu’une connaissance de la navigation sur le web en général sont une base nécessaire pour s’engager dans ce MOOC.",NON,OUI,NON,GP,NON,NON,NON,8,10,10,2,1,1,1,0,5,2,OUI,"Évaluation
eFAN Maths délivre deux attestations de suivi :

une attestation de suivi de cours, délivrée automatiquement par FUN aux participants ayant donné au moins 60% de bonnes réponses aux quiz hebdomadaires et au quiz final ;
une attestation de suivi de projet, délivrée par l'ENS de Lyon aux participants ayant finalisé le projet collaboratif. Cette finalisation est attestée par une évaluation collaborative, croisée avec une évaluation de l’équipe pédagogique.
Le suivi du MOOC et la délivrance des attestations sont gratuits.",OUI,NON,NON,CC-BY-NC-ND
03/03/2016,FUN,https://www.fun-mooc.fr/courses/grenobleinp/19001S02/session02/about,19001S02,2,grenobleinp,"Des rivières et des hommes : hydrologie, hydraulique et géomorphologie",OUI,"3,75",OUI,5,OUI,OUI,"A l’issue de ce cours, vous devriez pouvoir :

décrire les mécanismes fluviaux essentiels et calculer les conditions d’écoulement en rivière (prédiction des débits, calcul des profondeurs d’eau) au moins par des méthodes approchées,
poser correctement les problèmes : menaces qui pèsent sur la rivière, menaces que la rivière fait peser sur les riverains (en particulier risques d'inondation)
acquérir une autonomie et une créativité accrues grâce à une meilleure appréhension de votre contexte de travail.",OUI,NFP,NON,OUI,"Public ciblé
Ce cours s’adresse :
aux techniciens du Sud ou du Nord qui pratiquent l’hydrométrie de terrain et qui désirent mieux comprendre le sens de leurs gestes quotidiens;
aux ingénieurs praticiens qui désirent rafraichir leurs connaissances ou qui sont en reconversion;
aux étudiants en génie civil et hydraulique fluviale, en environnement et en gestion de l’eau, disposant d’une formation de base dans ces domaines, qui trouveront dans ce MOOC une approche orientée enjeux, exemples et applications, complémentaire à leurs cours;
aux étudiants d’autres filières désireux de se familiariser avec l’essentiel de la problématique des rivières, sans entrer dans une démarche trop lourde, en se limitant à la consultation des vidéos et aux quiz;
Les citoyens confrontés à la gestion des rivières pourront également se familiariser avec la problématique et les enjeux d'une gestion durable grâce à ce MOOC.",OUI,OUI,OUI,"Pré-requis
La plupart des séquences de ce MOOC sont accessibles à toute personne ayant de l’intérêt pour le sujet et un minimum de connaissances scientifiques.
Les aspects de modélisation présentés en semaines 2 et 3 nécessitent des connaissances de base en hydraulique générale et des écoulements à surface libre. Des renvois à des documents de référence sont prévus pour ceux qui souhaitent rafraîchir ces connaissances.
Pour réaliser l’ensemble des activités du MOOC (vidéos, quiz et travaux à rendre), une formation initiale ou des bases acquises dans le cadre professionnel en hydrologie, hydraulique ou en géographie physique sont préconisées ainsi qu'une certaine familiarité avec l’utilisation de logiciels de calcul courants (tableurs par exemple).

Vous pouvez profiter de la période estivale pour vous familiariser avec le sujet ou réviser des notions à partir des deux ouvrages didactiques de l'ONEMA à destination des opérateurs accessibles en ligne.

Eléments d'hydromorphologie fluviale
Eléments de connaissance pour la gestion du transport solide en rivière
Nous vous indiquons également le glossaire sur l'eau et le glossaire international d'hydrologie qui peuvent vous être très utiles pour maîtriser le vocabulaire spécialisé.",NON,OUI,NON,L1,OUI,OUI,OUI,9,10,10,3,1,3,3,0,0,2,OUI,"Evaluation
Ce MOOC délivre une attestation de suivi avec succès du cours.
Il est également délivré une attestation de suivi du projet.
Un jury sélectionnera les meilleurs projets rendus qui seront publiés sur le site du Réseau d'Excellence des Sciences de l'Ingénieur de la Francophonie (RESCIF).",OUI,NON,NON,CC-BY-NC-ND
04/03/2016,FUN,https://www.fun-mooc.fr/courses/MinesTelecom/04004S03/session03/about,04004S03,3,MinesTelecom,"Roches et minéraux courants : genèse, identification et utilisations",OUI,2,OUI,7,NON,OUI,"CONTENU

Nous donnerons aux apprenants des clés méthodologiques de détermination des roches et des minéraux les plus courants. On se bornera à la reconnaissance de neuf roches et minéraux. Le cours se veut simple et appliqué. Les critères de reconnaissance présentés sont uniquement des critères macroscopiques. Ce parti pris limite considérablement les champs d’investigation. Il permet néanmoins de répondre aux questions généralement abordées sur le terrain par l’ingénieur, le technicien ou plus simplement le curieux naturaliste qui souhaite examiner les roches qu’il rencontre.

Il arrivera parfois de ne pas pouvoir conclure sur la classification d’une roche. Dans ce cas, ce qui importe est la méthodologie suivie et les conclusions sur les propriétés déduites des observations.

Le second objectif est d’associer à ces roches et minéraux leurs propriétés essentielles afin de mieux cerner les problèmes susceptibles de se présenter lorsqu’on construit un bâtiment ou un ouvrage d’art, lorsqu'on aménage un secteur ou encore lorsqu’on exploite directement le matériau. Ces éléments théoriques sont un préalable indispensable mais n’affranchissent pas de la pratique sur le terrain et de l’observation d’échantillons qui conduiront à la maîtrise de l’exercice d’identification.

Ce MOOC souhaite vous donner envie d’identifier les roches que vous rencontrerez sur le terrain, dans le cadre de vos activités professionnelles ou de vos loisirs. L’application mobile gratuite vous permettra d’identifier et de garder des traces des roches que vous verrez. Vous serez peut-être seul sur le terrain, mais toujours connecté à la communauté grâce à votre smartphone. On apprend seul mais jamais sans les autres. Ce MOOC en est le plus bel exemple.",OUI,NFP,NON,OUI,"PUBLICS

Ce cours est susceptible d'intéresser à la fois :

Les lycéens qui souhaitent avoir un complément de connaissances en géologie.
Les professeurs de SVT
Les étudiants de l'enseignement supérieur qui entament un cursus dans le domaine du bâtiment, du génie civil, de l’environnement et des matériaux.
Les techniciens et ingénieurs dans le domaine du génie civil qui souhaitent disposer d'une culture de base sur les roches et minéraux courants.
Les naturalistes de tout âge, scientifiques ou non, curieux de la nature.
Des étudiants suivront cette troisième session dans le cadre des enseignements de leur école d'ingénieur.",OUI,OUI,OUI,"Prérequis
MOOC Scientifique Grand Public : Il n’y a aucun prérequis obligatoire pour suivre ce cours. Cependant, les contenus sont plus facilement accessibles à des personnes ayant un niveau de terminale scientifique.",NON,NON,OUI,LYC,NON,NON,NON,1,5,5,1,0,3,0,0,1,2,OUI,"Évaluation
Ce MOOC comporte des questionnaires qui permettent de fixer les connaissances à l'issue de l'écoute des vidéos, des questionnaires récapitulatifs de fin de semaine et un questionnaire général qui vous permettra d'autoévaluer vos acquis. 
Il comporte aussi un ensemble d'activités de terrain qui vous sont proposées à l'aide de l'outil PAIRFORM. 
Par contre, s'agissant d'un enseignement de premier niveau, nous ne délivrons plus d'attestation de suivi avec succès.

",NON,NON,NON,CC-BY-NC-ND
04/03/2016,FUN,https://www.fun-mooc.fr/courses/MinesTelecom/04003S04/session04/about,04003S04,4,MinesTelecom,Principes des réseaux de données,OUI,5,NON,5,NON,OUI,"Compétences acquises en fin de MOOC
savoir analyser les propriétés d'un service et en déduire les besoins en termes de réseau
connaître les architectures réseaux, les mécanismes réseaux (contrôle de flux, correction des erreurs ou pertes, gestion des délais...), pile de protocoles, etc
connaître l'Internet IP, TCP et UDP et leurs propriétés (qualité de service, gestion de congestion...)
savoir construire un plan d'adressage pour une entreprise, choisir un algorithme de routage approprié, configurer le routage
savoir utiliser un analyseur de réseau (Wireshark dans le cours)
savoir lire et interpréter le contenu d'une trame captée sur un réseau
savoir lire et comprendre une norme de réseau de données, réseau de télécoms...",OUI,NFP,NON,OUI,"Pré-requis
Le cours s'adresse à des étudiants ou des professionnels de niveau minimum post-bac ayant une culture scientifique et informatique.


Connaissance minimale de l'informatique :

savoir manipuler un ordinateur sous Windows, UNIX, Macintosh ou autre pour pouvoir installer le logiciel de TP
gérer des fichiers
exécuter des commandes
Connaître les composants d'un ordinateur (CPU, périphérique…) et avoir compris comment sont représentées des données dans un ordinateur (binaire, octets…)
Les travaux pratiques sont réalisés dans un environnement virtuel Unix que vous pourrez installer sur tout ordinateur.


Connaissance mathématique minimale:


lire et écrire une formule simple

savoir réaliser des calculs élémentaires (additions, multiplications, divisions)

savoir utiliser les fonctions élémentaires d'un tableur (Excel)

Il est intéressant de suivre au préalable le cours Comprendre les concepts des télécommunications, de Chantal Vallet et Bruno Meurisse, qui permet de placer le cours Principe des réseaux de données dans son domaine technologique et historique.",OUI,OUI,NON,"Pré-requis
Le cours s'adresse à des étudiants ou des professionnels de niveau minimum post-bac ayant une culture scientifique et informatique.


Connaissance minimale de l'informatique :

savoir manipuler un ordinateur sous Windows, UNIX, Macintosh ou autre pour pouvoir installer le logiciel de TP
gérer des fichiers
exécuter des commandes
Connaître les composants d'un ordinateur (CPU, périphérique…) et avoir compris comment sont représentées des données dans un ordinateur (binaire, octets…)
Les travaux pratiques sont réalisés dans un environnement virtuel Unix que vous pourrez installer sur tout ordinateur.


Connaissance mathématique minimale:


lire et écrire une formule simple

savoir réaliser des calculs élémentaires (additions, multiplications, divisions)

savoir utiliser les fonctions élémentaires d'un tableur (Excel)

Il est intéressant de suivre au préalable le cours Comprendre les concepts des télécommunications, de Chantal Vallet et Bruno Meurisse, qui permet de placer le cours Principe des réseaux de données dans son domaine technologique et historique.",NON,OUI,NON,L1,OUI,NON,NON,1,8,8,4,0,1,1,0,2,2,OUI,"Attestation et Certificat
Une attestion de suivi avec succès est attribuée par FUN aux étudiants réussissant à obtenir une note supérieure à 50 %.
Un certificat est proposé par l'Institut Mines-Télécom, sous la forme d'un examen individuel, en temps limité et surveillé. Il est recommandé pour tenter ce certificat de réussir l'attestation. Ce cours est au programme des premières années des écoles Télécom de l'Institut Mines-Télécom et correspond à 2 crédits ECTS.",OUI,OUI,NON,CC-BY-NC-SA
04/03/2016,FUN,https://www.fun-mooc.fr/courses/MinesTelecom/04012/session01/about,04012,1,MinesTelecom,Objectif IPv6 : vers l'Internet nouvelle génération,OUI,5,OUI,6,NON,OUI,"A propos de ce cours
IPv6 est une technologie incontournable pour le développement de l’internet aujourd’hui et pour les prochaines années. C’est pourquoi, maitriser IPv6 est désormais indispensable pour toute personne impliquée dans le déploiement et le fonctionnement des réseaux.

Le MOOC Objectif IPv6 vous permet d’acquérir les compétences pour comprendre ce protocole et les mécanismes associés à son fonctionnement.

Ce cours adopte une approche orientée vers l’opérationnel :
Après un exposé des concepts en vidéo, un support de cours complet détaille notamment la mise en œuvre opérationnelle
Des travaux pratiques vous permettent de mettre en application le protocole IPv6 dans un réseau fonctionnel virtualisé sur votre poste
Des exercices d’approfondissement permettent des études de cas réels rencontrés sur le terrain.        Compétences acquises en fin de MOOC
Connaître les adresses IPv6 et construire un plan d’adressage

Savoir configurer et administrer un réseau local IPv6

Déployer des services compatibles avec IPv6

Comprendre les enjeux de l’interopérabilité des réseaux et services en IPv6 et IPv4",OUI,NFP,NON,NON,"A qui s'adresse ce cours ?
Etudiants en informatique et réseaux (niveau Master 1)

Techniciens et ingénieurs réseaux, souhaitant se former à l’exploitation de réseaux IPv6 

Amateurs éclairés de l’informatique et des réseaux, souhaitant connaître les prochaines évolutions du réseau internet",OUI,OUI,OUI,NA,NA,NA,NA,NA,NA,NA,NA,2,10,5,0,0,4,0,0,1,2,OUI,"Attestation de suivi
Une attestation de suivi avec succès est attribuée par FUN aux étudiants réussissant à obtenir une note supérieure à 60 %.",OUI,NON,NON,CC-BY-NC-SA
04/03/2016,FUN,https://www.fun-mooc.fr/courses/MinesTelecom/04014/session01/about,04014,1,MinesTelecom,Innover et entreprendre dans un monde numérique,OUI,4,OUI,4,NON,OUI,"Compétences acquises
Ce MOOC donne les clés pour comprendre et être acteur du monde numérique. Positionné dans le domaine du Management et de l’Economie, il vous permettra de maîtriser :
les nouvelles logiques de création et de capture de valeur, par et dans le numérique

les facteurs de l’accélération de la révolution numérique, facteurs historiques et techniques.

Les principes de stratégie d’entreprise, dans et par le numérique.

Les nouvelles formes d’organisation des entreprises, petites ou grandes.

Les spécificités de la dynamique entrepreneuriale
",OUI,NFP,NON,NON,"A qui s'adresse ce cours ?
La thématique concerne un large public. Chacun est confronté à cette révolution numérique, que ce soit dans sa vie personnelle ou professionnelle. Le format de ce MOOC a donc été conçu pour être flexible, en fonction des publics :

Le « simple curieux » comprendra les notions essentielles, et pourra naviguer sur des articles grand public et des vidéos « best of ».

Les professionnels confrontés à la révolution numérique pourront explorer les ressources « avancées » et les exemples sectoriels. 

Les étudiants en licence, master ou même doctorat, pourront fouiller en profondeur les vidéos, et étudier l’intégralité des ressources disponibles",OUI,OUI,OUI,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,2,2,0,0,0,0,2,OUI,"Attestation de suivi
Une attestation de suivi avec succès est attribuée par FUN aux étudiants réussissant à obtenir une note supérieure à 60 %.",OUI,NON,NON,CC-BY-NC-ND-SA
04/02/2016,FUN,https://www.france-universite-numerique-mooc.fr/courses/Paris10/10003S02/session02/about,10003S02,2,Université Paris Ouest Nanterre La Défense,Bien archiver : la réponse au désordre numérique,OUI,3,OUI,7,OUI,OUI,"Le cours a pour objectif d’expliquer les concepts essentiels de l’archivage managérial : analyse des besoins de preuve et de mémoire, qualification des données, élaboration de règles de vie des documents et des règles du jeu pour tous les acteurs concernés.",OUI,NFP,NON,NON,"A qui s'adresse ce cours?
Ce cours s’adresse à tout public désireux de découvrir ou d’approfondir l’archivage comme un processus managérial qui permet de faire face au désordre numérique.",NON,NON,OUI,NA,NON,NON,OUI,GP,NON,NON,NON,2,5,5,1,0,0,0,0,4,2,OUI,"Format et évaluation
Ce cours est organisé en sept séances hebdomadaires d’une heure articulant des cours filmés, des schémas, des témoignages d’experts et de responsables de projet d’archivage. Le MOOC inclut également une étude de cas (fictive). Il est accompagné de quizz permettant une auto-évaluation.

Ce MOOC sera évalué au travers de quizz portant à la fois sur les cours et sur l’étude de cas. La réussite à l’ensemble des quizz des sept semaines permettra à l’apprenant de recevoir une attestation de suivi avec succès.",OUI,NON,NON,CC-BY-NC-ND
25/02/2016,FUN,https://www.fun-mooc.fr/courses/VirchowVillerme/06005/session01/about,06005,1,VirchowVillerme - USPC,Numérique et recherche en santé et sciences du vivant,OUI,3,OUI,7,OUI,OUI,"A propos du cours

Ce MOOC a pour objectif de donner aux chercheurs, professionnels de la recherche en santé et sciences du vivant et futurs chercheurs français et francophones les éléments nécessaires pour s'adapter à l’évolution des pratiques de recherche en santé (de la gestion à la communication et à la diffusion de ressources scientifiques) et leur permettre de prendre en main les outils numériques associés. Il permettra en outre de saisir certains nouveaux enjeux technologiques, sociaux, juridiques, éthiques tels que le libre accès à la publication scientifique, le partage de données scientifiques ainsi que les changements de méthodologies que le numérique peut introduire dans les pratiques de recherche (data driven research, recherche participative). 
Aussi, chaque séance fera appel à une diversité d’experts (chercheurs, ingénieurs de recherche, bibliothécaires, médecins, juristes etc.) pour apporter un éclairage sur les enjeux de ces nouveaux usages. Des screencasts proposeront des retours d'expérience de chercheurs et permettront de découvrir ainsi un ensemble d’outils numériques open source utilisés en recherche (logiciel R, Zotero, Github, Python). Les échanges entre participants et intervenants de ce MOOC et les réflexions générées dans ce cadre constitueront une source importante, une matière vive, qui viendra nourrir la pratique. Il sera aussi question pour chaque participant de se questionner sur ses propres pratiques et de construire au fil du MOOC des objectifs concrets pour les faire évoluer.",OUI,NFP,NON,OUI,"A propos du cours

Ce MOOC a pour objectif de donner aux chercheurs, professionnels de la recherche en santé et sciences du vivant et futurs chercheurs français et francophones les éléments nécessaires pour s'adapter à l’évolution des pratiques de recherche en santé (de la gestion à la communication et à la diffusion de ressources scientifiques) et leur permettre de prendre en main les outils numériques associés. Il permettra en outre de saisir certains nouveaux enjeux technologiques, sociaux, juridiques, éthiques tels que le libre accès à la publication scientifique, le partage de données scientifiques ainsi que les changements de méthodologies que le numérique peut introduire dans les pratiques de recherche (data driven research, recherche participative). 
Aussi, chaque séance fera appel à une diversité d’experts (chercheurs, ingénieurs de recherche, bibliothécaires, médecins, juristes etc.) pour apporter un éclairage sur les enjeux de ces nouveaux usages. Des screencasts proposeront des retours d'expérience de chercheurs et permettront de découvrir ainsi un ensemble d’outils numériques open source utilisés en recherche (logiciel R, Zotero, Github, Python). Les échanges entre participants et intervenants de ce MOOC et les réflexions générées dans ce cadre constitueront une source importante, une matière vive, qui viendra nourrir la pratique. Il sera aussi question pour chaque participant de se questionner sur ses propres pratiques et de construire au fil du MOOC des objectifs concrets pour les faire évoluer.",OUI,OUI,NON,"Pré-requis

Utilisation de base de logiciels de bureautique ; 
Connaissance de base de la démarche de recherche scientifique en santé et sciences du vivant (niveau licence préférable)",OUI,OUI,NON,L3,OUI,NON,NON,COLLECTIF,COLLECTIF,2,0,0,0,1,1,0,2,OUI,"Évaluation
Quizz : chaque interview donnera lieu à un quizz de deux questions par vidéo.

Évaluation mi-parcours : il est demandé aux participants de rédiger un texte offrant une réflexion critique sur les transformations majeures et les enjeux soulevés par le numérique dans leur domaine de recherche en s'appuyant sur des exemples concrets. Le texte sera évalué et commenté par les pairs. Son contenu pourra être repris et complété pour l'exercice final. Les questions débat/ réflexion de chaque séance peuvent également venir nourrir cette réflexion.

Exercices pratiques : ils sont réalisés tout au long du MOOC mais notés à la fin, quand ils seront présentés dans l'exercice final. Ils mettent en œuvre les compétences pratiques acquises lors de chaque séance (création d'un compte zotero, github, d'un blog scientitique etc.). Le forum de discussion permet aux participants de faire part de leurs difficultés éventuelles et de s'entraider. Cette partie est conçue pour vous donner aussi des idées pour la réalisation pédagogique que vous aurez à réaliser pour l'exercice final.

Exercice final : Cet exercice final sera un exercice de synthèse des acquis et réflexions menées par les participants tout au long du MOOC. Les participants partageront dans un document qu'ils devront mettre en ligne (sur la plateforme de leur choix) :

1/ les résultats des exercices pratiques réalisés au cours du MOOC qui seront donnés sous forme de liens url. 
2/ une synthèse des réflexions menées autour du numérique et de la recherche qui reprendra le premier texte évalué à mi-parcours auquel le participant aura donné une plus grande profondeur d'analyse et ajouté une dimension prospective.
3/ une réalisation pédagogique (vidéo sur des outils, comparaison d'outils, de logiciels.. , guide avec des ressources structurées, infographies) du participant qui pourra amener ainsi sa propre pierre à l'édifice du MOOC. L'objectif étant que le MOOC s'enrichisse de session en session.
A la fin du MOOC, les contributeurs les plus actifs à la partie A vous de jouer (transcription, traduction du MOOC et participation au Zotero) se verront remettre une distinction spéciale. La contribution pourra également être prise en compte au cas par cas en cas de note finale un peu juste pour l'obtention de l'attestation de suivi.


Une note supérieure ou égale à 50 % pour l'ensemble des activités amènera à la délivrance d'une attestation de suivi. La répartition de l'évaluation pour chaque activité se fera selon le tableau suivant",OUI,NON,NON,CC-BY-SA
